#fname,lname,Position,JerseyNumber,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,Visor,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck,
Eli,Manning,QB,10,Ole Miss,1/3/1981,Right,218,"6'4""",Normal,Skin1,Face1,No,Standard,FaceMask2,None,No,No,None,None,Quarterback,SingleWhite,None,None,None,Shoe3,Shoe3,None,None,
Davis,Webb,QB,5,California,1/22/1995,Right,229,"6'5""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Geno,Smith,QB,3,West Virginia,10/10/1990,Right,221,"6'2""",Normal,Skin4,Face7,No,Standard,FaceMask2,None,No,No,None,None,SingleWhite,SingleWhite,None,None,None,Shoe3,Shoe3,None,None,
Shane,Vereen,RB,34,California,5/2/1989,Right,205,"5'10""",Normal,Skin3,Face3,No,Standard,FaceMask5,None,No,No,Type1,Type1,None,None,HighWhite,HighWhite,None,Shoe3,Shoe3,None,None,
Paul,Perkins,RB,28,UCLA,11/16/1994,Right,208,"5'10""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Orleans,Darkwa,RB,26,Tulane,2/28/1992,Right,215,"6'0""",Normal,Skin5,Face6,No,Standard,FaceMask3,None,No,Yes,Type2,Type2,TapedSmall,TapedSmall,None,None,None,Shoe6,Shoe6,None,None,
Odell,Beckham Jr,WR,13,UNLV,11/5/1992,Right,198,"5'11""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Sterling,Shepard,WR,87,Oklahoma,2/10/1994,Right,194,"5'10""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Brandon,Marshall,WR,15,Central Florida,3/23/1984,Right,230,"6'4""",Normal,Skin4,Face13,No,Standard,FaceMask2,None,No,No,Team3,Team3,None,None,None,None,None,Shoe6,Shoe6,None,None,
Travis,Rudolph,WR,19,Florida State,9/15/1995,Right,190,"6'0""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tavarres,King,WR,12,Georgia,7/14/1990,Right,200,"6'1""",Normal,Skin4,Face6,No,Standard,FaceMask5,None,No,No,Team2,Team2,None,None,None,None,None,Shoe6,Shoe6,None,None,
Ed,Eagan,WR,84,Northwestern State,6/19/1993,Right,183,"5'11""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Evan,Engram,TE,88,Ole Miss,9/2/1994,Right,236,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Rhett,Ellison,TE,85,USC,10/3/1988,Right,250,"6'5""",Normal,Skin1,Face15,No,Standard,FaceMask7,None,Yes,No,Team2,Team2,TapedSmall,TapedSmall,None,None,None,Shoe6,Shoe6,None,None,
Jerell,Adams,TE,89,South Carolina,12/31/1992,Right,247,"6'5""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Matt,LaCosse,TE,81,Illinois,9/21/1992,Right,261,"6'5""",Large,Skin1,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Zak,DeOssie,TE,51,Brown,5/24/1984,Right,249,"6'4""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ereck,Flowers,T,74,"Miami, FL",4/25/1994,Right,329,"6'6""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Chad,Wheeler,T,63,USC,1/19/1994,Right,316,"6'7""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Bobby,Hart,T,68,Florida State,8/21/1994,Right,334,"6'5""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Justin,Pugh,G,67,Syracuse,8/1/1990,Right,301,"6'4""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
John,Jerry,G,77,Ole Miss,6/14/1986,Right,335,"6'5""",ExtraLarge,Skin3,Face14,No,Standard,FaceMask10,None,Yes,No,Type1,Type1,SingleWhite,SingleWhite,None,None,None,Shoe1,Shoe1,None,None,
D.J.,Fluker,G,76,Alabama,3/13/1991,Right,339,"6'5""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jon,Halapio,G,75,Florida,6/23/1991,Right,320,"6'2""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Weston,Richburg,C,70,Wisconsin,7/9/1991,Right,298,"6'3""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Brett,Jones,C,69,Reginald,7/29/1991,Right,318,"6'2""",ExtraLarge,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jason,Pierre-Paul,DE,90,South Florida,1/1/1989,Right,278,"6'5""",Normal,Skin4,Face13,No,Revolution,FaceMask15,None,No,No,Type4,Type4,DoubleTeam,DoubleTeam,None,None,None,Shoe6,Shoe6,None,White,
Cap,Capi,DE,95,Akron,7/11/1992,Right,249,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Olivier,Vernon,DE,54,Arkansas State,10/7/1990,Right,268,"6'2""",Large,Skin2,Face4,No,Standard,FaceMask10,None,No,No,Team1,Team1,TapedSmall,TapedSmall,HighTeam,HighTeam,None,Shoe3,Shoe3,None,None,
Kerry,Wynn,DE,72,Richmond,2/12/1991,Right,264,"6'5""",Large,Skin2,Face2,No,Standard,FaceMask7,None,No,No,Team4,Team4,TapedSmall,TapedSmall,HighBlack,HighBlack,None,Shoe3,Shoe3,None,None,
Avery,Moss,DE,91,Duke,9/16/1994,Right,265,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Damon,Harrison,DT,98,None,11/29/1988,Right,350,"6'4""",ExtraLarge,Skin4,Face9,Yes,Standard,FaceMask10,None,No,No,Type3,Type3,NeopreneSmall,NeopreneSmall,None,None,None,Shoe3,Shoe3,None,None,
Dalvin,Tomlinson,DT,94,Alabama,2/28/1994,Right,312,"6'3""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jay,Bromley,DT,96,Syracuse,5/28/1992,Right,306,"6'3""",Large,Skin4,Face4,No,Revolution,FaceMask6,None,No,Yes,Team1,Team1,TapedSmall,TapedSmall,None,None,Team,Shoe6,Shoe6,None,None,
Robert,Thomas,DT,99,Arkansas,2/18/1991,Right,325,"6'3""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Devon,Kennard,OLB,59,USC,6/24/1991,Right,257,"6'3""",Normal,Skin3,Face1,No,Revolution,FaceMask5,None,No,No,Team4,Team4,TapedSmall,TapedSmall,None,None,None,Shoe6,Shoe6,None,None,
Nigel,Harris,OLB,53,UCLA,12/7/1994,Right,225,"6'2""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jonathan,Casillas,OLB,52,Wisconsin,6/3/1987,Right,227,"6'1""",Normal,Skin3,Face6,No,Revolution,FaceMask12,None,No,No,Team2,Team2,NeopreneSmall,NeopreneSmall,None,None,None,Shoe1,Shoe1,None,None,
Keenan,Robinson,OLB,57,Texas,7/7/1989,Right,238,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Curtis,Grant,OLB,58,Ohio State,1/1/1992,Right,240,"6'2""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
B.J.,Goodson,ILB,93,Clemson,5/28/1993,Right,242,"6'0""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Calvin,Munson,ILB,46,"Miami, FL",12/27/1994,Right,245,"6'1""",Large,Skin1,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Janoris,Jenkins,CB,20,North Alabama,10/29/1988,Right,198,"5'10""",Skinny,Skin5,Face5,Yes,Standard,FaceMask5,None,No,No,Team1,Team1,ElasticLarge,ElasticLarge,None,None,None,Shoe3,Shoe3,None,None,
Dominique,Rodgers-Cromartie,CB,41,Tennessee State,4/7/1986,Right,193,"6'2""",Skinny,Skin4,Face7,No,Revolution,FaceMask5,None,No,No,Team3,Team3,SingleWhite,SingleWhite,None,None,None,Shoe6,Shoe6,None,None,
Eli,Apple,CB,24,Ohio State,8/9/1995,Right,199,"6'1""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ross,Cockrell,CB,37,Duke,8/6/1991,Right,183,"6'0""",Normal,Skin2,Face3,No,Standard,FaceMask5,None,No,Yes,Team3,Team3,TapedSmall,TapedSmall,None,None,None,Shoe3,Shoe3,None,None,
Donte,Deayon,CB,38,Boise State,1/28/1994,Right,161,"5'9""",Skinny,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Landon,Collins,SS,21,Alabama,1/10/1994,Right,225,"6'0""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Nat,Berhe,SS,29,San Diego State,7/6/1991,Right,200,"5'10""",Normal,Skin3,Face3,No,Standard,FaceMask2,None,No,No,Type2,Type2,DoubleBlack,DoubleBlack,None,None,None,Shoe3,Shoe3,None,None,
Darian,Thompson,FS,27,Boise State,9/22/1993,Right,213,"6'1""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Andrew,Adams,FS,33,Connecticut,10/28/1992,Right,202,"5'11""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Aldrick,Rosas,K,2,Eastern Michigan,12/30/1994,Right,195,"6'2""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Brad,Wing,P,9,Louisiana State,1/27/1991,Left,205,"6'3""",Skinny,Skin1,Face5,No,Standard,FaceMask2,None,No,No,None,None,SingleWhite,SingleWhite,None,None,None,Shoe2,Shoe2,None,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team = Jaguars    Players:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake,Bortles,QB,5,Central Florida,12/16/1991,Right,230,"6'3""",Normal,Skin1,Face7,No,Standard,FaceMask2,None,No,No,None,None,SingleWhite,SingleWhite,None,None,None,Shoe6,Shoe6,None,None,
Chad,Henne,QB,7,Michigan,7/2/1985,Right,230,"6'3""",Normal,Skin1,Face5,No,Revolution,FaceMask3,None,No,No,None,None,Quarterback,SingleWhite,None,None,None,Shoe3,Shoe3,None,None,
Leonard,Fournette,RB,27,North Carolina St,1/18/1995,Right,228,"6'0""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Chris,Ivory,RB,33,None,3/22/1988,Right,222,"6'0""",Normal,Skin5,Face1,Yes,Standard,FaceMask5,None,Yes,No,Type2,Type2,DoubleBlack,DoubleBlack,None,None,None,Shoe6,Shoe6,None,None,
T.J.,Yeldon,RB,24,Alabama,10/2/1993,Right,223,"6'1""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Corey,Grant,RB,30,Auburn,12/19/1992,Right,203,"5'11""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tommy,Bohanon,FB,40,Wake Forest,9/10/1990,Right,246,"6'1""",Large,Skin1,Face6,No,Revolution,FaceMask3,None,No,Yes,Team1,Team1,NeopreneSmall,NeopreneSmall,HighBlack,HighBlack,None,Shoe6,Shoe6,None,None,
Allen,Robinson,WR,15,Penn State,8/24/1993,Right,210,"6'3""",Normal,Skin2,Face4,No,Standard,FaceMask5,None,No,No,Team2,Team2,DoubleBlack,DoubleBlack,None,None,None,Shoe3,Shoe3,None,None,
Allen,Hurns,WR,88,Louisiana-Monroe,11/12/1991,Right,195,"6'3""",Normal,Skin3,Face2,No,Standard,FaceMask5,None,No,Yes,Team2,Team2,TapedSmall,TapedSmall,None,None,None,Shoe4,Shoe4,None,None,
Marqise,Lee,WR,11,USC,11/25/1991,Left,195,"6'0""",Normal,Skin4,Face2,No,Standard,FaceMask5,None,No,No,Team2,Team2,TapedSmall,TapedSmall,None,None,None,Shoe1,Shoe1,None,None,
Dede,Westbrook,WR,12,Oklahoma,11/21/1993,Right,178,"6'0""",Skinny,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Keelan,Cole,WR,84,Tennessee,4/20/1993,Right,195,"6'1""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jaelen,Strong,WR,10,Washington State,1/25/1994,Right,205,"6'2""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Arrelious,Benn,WR,17,Illinois,9/8/1988,Right,228,"6'2""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jaydon,Mickens,WR,85,Washington,4/21/1994,Right,170,"5'11""",Skinny,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Marcedes,Lewis,TE,89,UCLA,5/19/1984,Right,272,"6'6""",Normal,Skin3,Face9,No,Standard,FaceMask5,None,No,No,Team3,Team3,TapedSmall,TapedSmall,None,None,None,Shoe1,Shoe1,None,None,
Ben,Koyack,TE,83,Notre Dame,4/9/1993,Right,258,"6'5""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
James,O'Shaughnessy,TE,80,Hawaii,1/14/1992,Right,245,"6'4""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Matt,Overton,TE,43,Colorado,7/6/1985,Right,241,"6'1""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cam,Robinson,T,74,Alabama,10/9/1995,Right,320,"6'6""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Josh,Wells,T,72,James Madison,2/14/1991,Right,310,"6'6""",Large,Skin1,Face6,No,Revolution,FaceMask6,None,No,No,Team1,Team1,TapedSmall,TapedSmall,None,None,None,Shoe2,Shoe2,None,None,
Jermey,Parnell,T,78,Ole Miss,7/20/1986,Right,307,"6'6""",ExtraLarge,Skin4,Face6,Yes,Revolution,FaceMask23,None,No,No,Type1,Type1,None,None,None,None,None,Shoe6,Shoe6,None,None,
Patrick,Omameh,G,77,Michigan,12/29/1989,Right,305,"6'4""",Large,Skin4,Face3,No,Standard,FaceMask6,None,No,No,Team1,Team1,TapedSmall,TapedSmall,None,None,None,Taped,Taped,None,None,
A.J.,Cann,G,60,South Carolina,10/3/1991,Right,315,"6'3""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Chris,Reed,G,64,Florida,7/22/1992,Right,310,"6'5""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Brandon,Linder,C,65,"Miami, FL",1/25/1992,Right,315,"6'6""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tyler,Shatley,C,69,Clemson,5/5/1991,Right,310,"6'3""",ExtraLarge,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Yannick,Ngakoue,DE,91,Maryland,3/31/1995,Right,246,"6'2""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Dante,Fowler Jr,DE,56,Florida,8/3/1994,Right,255,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Dawuane,Smoot,DE,94,Illinois,3/2/1995,Right,264,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Calais,Campbell,DE,93,Washington,9/1/1986,Right,300,"6'8""",Large,Skin3,Face11,No,Revolution,FaceMask23,None,No,No,Team1,Team1,TapedSmall,TapedSmall,None,None,None,Shoe6,Shoe6,None,None,
Marcell,Dareus,DT,57,Alabama,3/13/1990,Right,331,"6'3""",ExtraLarge,Skin5,Face7,No,Revolution,FaceMask10,None,No,No,Type1,Type1,TapedSmall,TapedSmall,None,None,None,Shoe3,Shoe3,None,None,
Malik,Jackson,DT,97,Tennessee,1/11/1990,Right,290,"6'5""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Abry,Jones,DT,95,Georgia,9/8/1991,Right,312,"6'3""",Large,Skin4,Face13,No,Standard,FaceMask7,None,No,No,Team1,Team1,DoubleTeam,DoubleTeam,None,None,None,Shoe6,Shoe6,None,None,
Sheldon,Day,DT,92,Notre Dame,7/1/1994,Right,294,"6'1""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Eli,Ankou,DT,99,UCLA,6/8/1994,Right,290,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Myles,Jack,OLB,44,UCLA,9/3/1995,Right,244,"6'1""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Lerentee,McCray,OLB,55,Florida,8/26/1990,Right,249,"6'3""",Normal,Skin3,Face5,No,Standard,FaceMask7,None,No,No,Team1,Team1,NeopreneSmall,NeopreneSmall,None,None,None,Shoe1,Shoe1,None,None,
Telvin,Smith,OLB,50,Florida State,4/11/1991,Right,218,"6'3""",Normal,Skin4,Face7,No,Standard,FaceMask7,None,No,No,Team4,Team4,TapedSmall,TapedSmall,None,None,None,Shoe6,Shoe6,None,None,
Blair,Brown,OLB,53,Ohio,5/27/1994,Right,238,"6'0""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Paul,Posluszny,ILB,51,Penn State,10/10/1984,Right,242,"6'2""",Normal,Skin1,Face14,No,Standard,FaceMask7,None,No,No,Team3,Team3,TapedSmall,TapedSmall,None,None,None,Shoe6,Shoe6,None,None,
Donald,Payne,ILB,52,Illinois,7/12/1994,Right,217,"5'11""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jalen,Ramsey,CB,20,Florida State,10/24/1994,Right,208,"6'2""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
A.J.,Bouye,CB,21,Central Florida,8/16/1991,Right,191,"6'0""",Skinny,Skin3,Face6,No,Standard,FaceMask5,None,No,No,Team2,Team2,None,None,None,None,None,Shoe3,Shoe3,None,None,
Aaron,Colvin,CB,22,Oklahoma,10/2/1991,Right,186,"5'11""",Normal,Skin3,Face2,No,Standard,FaceMask5,None,No,Yes,Team3,Team3,Quarterback,TapedSmall,None,None,None,Shoe6,Shoe6,None,None,
Tyler,Patmon,CB,23,Oklahoma State,1/26/1991,Right,185,"5'10""",Normal,Skin2,Face3,No,Standard,FaceMask5,None,No,Yes,Team3,Team3,DoubleBlack,DoubleBlack,HighBlack,HighBlack,None,Shoe3,Shoe3,None,None,
Jalen,Myrick,CB,31,Minnesota,2/27/1995,Right,200,"5'11""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Barry,Church,SS,42,Toledo,2/11/1988,Right,218,"6'2""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jarrod,Wilson,SS,26,Michigan,1/28/1993,Right,210,"6'2""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tashaun,Gipson,FS,39,Wyoming,8/7/1990,Right,205,"5'11""",Normal,Skin4,Face3,No,Revolution,FaceMask5,None,No,No,Team2,Team2,None,None,None,None,None,Shoe3,Shoe3,None,None,
Peyton,Thompson,FS,25,Northern Iowa,9/26/1990,Right,184,"5'10""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Josh,Lambo,K,4,"Miami, FL",11/19/1990,Right,215,"6'0""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Brad,Nortman,P,3,Wisconsin,9/12/1989,Right,210,"6'2""",Normal,Skin1,Face6,No,Standard,FaceMask2,None,No,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team = Jets    Players:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh,McCown,QB,15,Sam Houston State,7/4/1979,Right,213,"6'4""",Normal,Skin1,Face6,No,Standard,FaceMask3,None,No,No,None,None,None,None,None,None,White,Shoe3,Shoe3,None,None,
Bryce,Petty,QB,9,Baylor,5/31/1991,Right,230,"6'3""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Christian,Hackenberg,QB,5,Penn State,2/14/1995,Right,228,"6'4""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Bilal,Powell,RB,29,Louisville,10/27/1988,Right,204,"5'10""",Normal,Skin4,Face6,No,Standard,FaceMask7,None,No,No,Team2,Team2,SingleTeam,SingleTeam,None,None,None,Shoe2,Shoe2,None,None,
Matt,Forte,RB,22,Tulane,12/10/1985,Right,218,"6'2""",Normal,Skin2,Face4,No,Standard,FaceMask7,None,Yes,Yes,Team2,Team2,DoubleBlack,DoubleBlack,None,None,None,Shoe2,Shoe2,None,None,
Elijah,McGuire,RB,25,Tennessee,6/1/1994,Right,214,"5'10""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Lawrence,Thomas,FB,44,South Carolina,4/16/1993,Right,286,"6'3""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jermaine,Kearse,WR,10,Washington,2/6/1990,Right,209,"6'1""",Normal,Skin4,Face7,No,Standard,FaceMask5,None,No,No,Team2,Team2,None,None,None,None,None,Shoe6,Shoe6,None,None,
Quincy,Enunwa,WR,81,Nebraska,5/31/1992,Right,225,"6'2""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Robby,Anderson,WR,11,Temple,5/9/1993,Right,190,"6'3""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jeremy,Kerley,WR,14,TCU,11/8/1988,Right,188,"5'9""",Normal,Skin3,Face6,No,Standard,FaceMask2,None,No,No,Team2,Team2,SingleBlack,SingleBlack,None,None,None,Shoe2,Shoe2,None,None,
ArDarius,Stewart,WR,18,Alabama,12/9/1993,Right,204,"5'11""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Chad,Hansen,WR,16,California,1/18/1995,Right,202,"6'2""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Austin,Seferian-Jenkins,TE,88,Washington,9/29/1992,Right,276,"6'6""",Large,Skin2,Face3,No,Revolution,FaceMask3,None,Yes,No,Team2,Team2,NeopreneSmall,NeopreneSmall,None,None,None,Shoe6,Shoe6,None,None,
Eric,Tomlinson,TE,83,UTEP,1/1/1992,Right,263,"6'6""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Neal,Sterling,TE,85,McGill,1/14/1992,Right,257,"6'4""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Thomas,Hennessy,TE,42,Duke,6/11/1994,Right,246,"6'4""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kelvin,Beachum,T,68,SMU,6/8/1989,Right,303,"6'3""",Large,Skin4,Face6,No,Revolution,FaceMask6,None,No,No,Team1,Team1,NeopreneSmall,NeopreneSmall,None,None,None,Shoe3,Shoe3,None,None,
